-38.	-1.	-1.	0.
-22.	-17.	-17.	-16.
-22.	-17.	-17.	16.
-22.	-17.	15.	-16.
-22.	-17.	15.	16.
-22.	15.	-17.	-16.
-22.	15.	-17.	16.
-22.	15.	15.	-16.
-22.	15.	15.	16.
-6.	-33.	-1.	0.
-6.	-1.	-33.	0.
-6.	-1.	-1.	-32.
-6.	-1.	-1.	0.
-6.	-1.	-1.	32.
-6.	-1.	31.	0.
-6.	31.	-1.	0.
-6.	31.	31.	0.
10.	-17.	-17.	-16.
10.	-17.	-17.	16.
10.	-17.	15.	-16.
10.	-17.	15.	16.
10.	15.	-17.	-16.
10.	15.	-17.	16.
10.	15.	15.	-16.
10.	15.	15.	16.
26.	-33.	-1.	0.
26.	-1.	-33.	0.
26.	-1.	-1.	-32.
26.	-1.	-1.	0.
26.	-1.	-1.	32.
26.	-1.	31.	0.
26.	31.	-1.	0.
