-1.	-1.	-1.	-1.
-1.618033988749895	-1.618033988749895	-1.618033988749895	1.618033988749895
-1.618033988749895	-1.618033988749895	1.618033988749895	-1.618033988749895
-1.	-1.	1.	1.
-1.618033988749895	1.618033988749895	-1.618033988749895	-1.618033988749895
-1.	1.	-1.	1.
-1.	1.	1.	-1.
-1.618033988749895	1.618033988749895	1.618033988749895	1.618033988749895
1.618033988749895	-1.618033988749895	-1.618033988749895	-1.618033988749895
1.	-1.	-1.	1.
1.	-1.	1.	-1.
1.618033988749895	-1.618033988749895	1.618033988749895	1.618033988749895
1.	1.	-1.	-1.
1.618033988749895	1.618033988749895	-1.618033988749895	1.618033988749895
1.618033988749895	1.618033988749895	1.618033988749895	-1.618033988749895
1.	1.	1.	1.
