-147.	-138.	-1.	-1.
-147.	-10.	-129.	-1.
-147.	-10.	-129.	127.
-147.	-10.	-1.	-129.
-147.	-10.	-1.	-1.
-147.	-10.	-1.	127.
-147.	-10.	127.	-129.
-147.	-10.	127.	-1.
-147.	-10.	127.	127.
-147.	118.	-129.	-1.
-147.	118.	-1.	-129.
-147.	118.	-1.	-1.
-147.	118.	-1.	127.
-147.	118.	127.	-1.
-83.	-74.	-193.	-65.
-83.	-74.	-193.	63.
-83.	-74.	-65.	-193.
-83.	-74.	-65.	-65.
-83.	-74.	-65.	63.
-83.	-74.	-65.	191.
-83.	-74.	63.	-193.
-83.	-74.	63.	-65.
-83.	-74.	63.	63.
-83.	-74.	63.	191.
-83.	-74.	191.	-65.
-83.	-74.	191.	63.
-83.	54.	-193.	-65.
-83.	54.	-193.	63.
-83.	54.	-65.	-193.
-83.	54.	-65.	-65.
-83.	54.	-65.	63.
-83.	54.	-65.	191.
-83.	54.	63.	-193.
-83.	54.	63.	-65.
-83.	54.	63.	63.
-83.	54.	63.	191.
-83.	54.	191.	-65.
-83.	54.	191.	63.
-83.	182.	-65.	-65.
-83.	182.	-65.	63.
-83.	182.	63.	-65.
-83.	182.	63.	63.
-19.	-138.	-129.	-129.
-19.	-138.	-129.	-1.
-19.	-138.	-129.	127.
-19.	-138.	-1.	-129.
-19.	-138.	-1.	-1.
-19.	-138.	-1.	127.
-19.	-138.	127.	-129.
-19.	-138.	127.	-1.
-19.	-138.	127.	127.
-19.	-10.	-129.	-129.
-19.	-10.	-129.	-1.
-19.	-10.	-129.	127.
-19.	-10.	-1.	-129.
-19.	-10.	-1.	-1.
-19.	-10.	-1.	127.
-19.	-10.	127.	-129.
-19.	-10.	127.	-1.
-19.	-10.	127.	127.
-19.	118.	-129.	-129.
-19.	118.	-129.	-1.
-19.	118.	-129.	127.
-19.	118.	-1.	-129.
-19.	118.	-1.	-1.
-19.	118.	-1.	127.
-19.	118.	127.	-129.
-19.	118.	127.	-1.
-19.	118.	127.	127.
45.	-202.	-65.	-65.
45.	-202.	-65.	63.
45.	-202.	63.	-65.
45.	-202.	63.	63.
45.	-74.	-193.	-65.
45.	-74.	-193.	63.
45.	-74.	-65.	-193.
45.	-74.	-65.	-65.
45.	-74.	-65.	63.
45.	-74.	-65.	191.
45.	-74.	63.	-193.
45.	-74.	63.	-65.
45.	-74.	63.	63.
45.	-74.	63.	191.
45.	-74.	191.	-65.
45.	-74.	191.	63.
45.	54.	-193.	-65.
45.	54.	-193.	63.
45.	54.	-65.	-193.
45.	54.	-65.	-65.
45.	54.	-65.	63.
45.	54.	-65.	191.
45.	54.	63.	-193.
45.	54.	63.	-65.
45.	54.	63.	63.
45.	54.	63.	191.
45.	54.	191.	-65.
45.	54.	191.	63.
45.	182.	-65.	-65.
45.	182.	-65.	63.
45.	182.	63.	-65.
45.	182.	63.	63.
109.	-138.	-129.	-1.
109.	-138.	-1.	-129.
109.	-138.	-1.	-1.
109.	-138.	-1.	127.
109.	-138.	127.	-1.
109.	-10.	-129.	-129.
109.	-10.	-129.	-1.
109.	-10.	-129.	127.
109.	-10.	-1.	-129.
109.	-10.	-1.	-1.
109.	-10.	-1.	127.
109.	-10.	127.	-129.
109.	-10.	127.	-1.
109.	-10.	127.	127.
109.	118.	-129.	-1.
109.	118.	-1.	-129.
109.	118.	-1.	-1.
109.	118.	-1.	127.
109.	118.	127.	-1.
173.	-74.	-65.	-65.
173.	-74.	-65.	63.
173.	-74.	63.	-65.
173.	-74.	63.	63.
173.	54.	-65.	-65.
173.	54.	-65.	63.
173.	54.	63.	-65.
173.	54.	63.	63.
