-23.	-15.
-23.	-13.
-23.	-11.
-23.	-9.
-23.	-7.
-23.	-5.
-23.	-3.
-23.	-1.
-23.	1.
-23.	3.
-23.	5.
-23.	7.
-23.	9.
-23.	11.
-23.	13.
-23.	15.
-21.	-15.
-21.	-13.
-21.	-11.
-21.	-9.
-21.	-7.
-21.	-5.
-21.	-3.
-21.	-1.
-21.	1.
-21.	3.
-21.	5.
-21.	7.
-21.	9.
-21.	11.
-21.	13.
-21.	15.
-19.	-15.
-19.	-13.
-19.	-11.
-19.	-9.
-19.	-7.
-19.	-5.
-19.	-3.
-19.	-1.
-19.	1.
-19.	3.
-19.	5.
-19.	7.
-19.	9.
-19.	11.
-19.	13.
-19.	15.
-17.	-15.
-17.	-13.
-17.	-11.
-17.	-9.
-17.	-7.
-17.	-5.
-17.	-3.
-17.	-1.
-17.	1.
-17.	3.
-17.	5.
-17.	7.
-17.	9.
-17.	11.
-17.	13.
-17.	15.
-15.	-23.
-15.	-21.
-15.	-19.
-15.	-17.
-15.	-15.
-15.	-13.
-15.	-11.
-15.	-9.
-15.	-7.
-15.	-5.
-15.	-3.
-15.	-1.
-15.	1.
-15.	3.
-15.	5.
-15.	7.
-15.	9.
-15.	11.
-15.	13.
-15.	15.
-15.	17.
-15.	19.
-15.	21.
-15.	23.
-13.	-23.
-13.	-21.
-13.	-19.
-13.	-17.
-13.	-15.
-13.	-13.
-13.	-11.
-13.	-9.
-13.	-7.
-13.	-5.
-13.	-3.
-13.	-1.
-13.	1.
-13.	3.
-13.	5.
-13.	7.
-13.	9.
-13.	11.
-13.	13.
-13.	15.
-13.	17.
-13.	19.
-13.	21.
-13.	23.
-11.	-23.
-11.	-21.
-11.	-19.
-11.	-17.
-11.	-15.
-11.	-13.
-11.	-11.
-11.	-9.
-11.	-7.
-11.	-5.
-11.	-3.
-11.	-1.
-11.	1.
-11.	3.
-11.	5.
-11.	7.
-11.	9.
-11.	11.
-11.	13.
-11.	15.
-11.	17.
-11.	19.
-11.	21.
-11.	23.
-9.	-23.
-9.	-21.
-9.	-19.
-9.	-17.
-9.	-15.
-9.	-13.
-9.	-11.
-9.	-9.
-9.	-7.
-9.	-5.
-9.	-3.
-9.	-1.
-9.	1.
-9.	3.
-9.	5.
-9.	7.
-9.	9.
-9.	11.
-9.	13.
-9.	15.
-9.	17.
-9.	19.
-9.	21.
-9.	23.
-7.	-23.
-7.	-21.
-7.	-19.
-7.	-17.
-7.	-15.
-7.	-13.
-7.	-11.
-7.	-9.
-7.	-7.
-7.	-5.
-7.	-3.
-7.	-1.
-7.	1.
-7.	3.
-7.	5.
-7.	7.
-7.	9.
-7.	11.
-7.	13.
-7.	15.
-7.	17.
-7.	19.
-7.	21.
-7.	23.
-5.	-23.
-5.	-21.
-5.	-19.
-5.	-17.
-5.	-15.
-5.	-13.
-5.	-11.
-5.	-9.
-5.	-7.
-5.	-5.
-5.	-3.
-5.	-1.
-5.	1.
-5.	3.
-5.	5.
-5.	7.
-5.	9.
-5.	11.
-5.	13.
-5.	15.
-5.	17.
-5.	19.
-5.	21.
-5.	23.
-3.	-23.
-3.	-21.
-3.	-19.
-3.	-17.
-3.	-15.
-3.	-13.
-3.	-11.
-3.	-9.
-3.	-7.
-3.	-5.
-3.	-3.
-3.	-1.
-3.	1.
-3.	3.
-3.	5.
-3.	7.
-3.	9.
-3.	11.
-3.	13.
-3.	15.
-3.	17.
-3.	19.
-3.	21.
-3.	23.
-1.	-23.
-1.	-21.
-1.	-19.
-1.	-17.
-1.	-15.
-1.	-13.
-1.	-11.
-1.	-9.
-1.	-7.
-1.	-5.
-1.	-3.
-1.	-1.
-1.	1.
-1.	3.
-1.	5.
-1.	7.
-1.	9.
-1.	11.
-1.	13.
-1.	15.
-1.	17.
-1.	19.
-1.	21.
-1.	23.
1.	-23.
1.	-21.
1.	-19.
1.	-17.
1.	-15.
1.	-13.
1.	-11.
1.	-9.
1.	-7.
1.	-5.
1.	-3.
1.	-1.
1.	1.
1.	3.
1.	5.
1.	7.
1.	9.
1.	11.
1.	13.
1.	15.
1.	17.
1.	19.
1.	21.
1.	23.
3.	-23.
3.	-21.
3.	-19.
3.	-17.
3.	-15.
3.	-13.
3.	-11.
3.	-9.
3.	-7.
3.	-5.
3.	-3.
3.	-1.
3.	1.
3.	3.
3.	5.
3.	7.
3.	9.
3.	11.
3.	13.
3.	15.
3.	17.
3.	19.
3.	21.
3.	23.
5.	-23.
5.	-21.
5.	-19.
5.	-17.
5.	-15.
5.	-13.
5.	-11.
5.	-9.
5.	-7.
5.	-5.
5.	-3.
5.	-1.
5.	1.
5.	3.
5.	5.
5.	7.
5.	9.
5.	11.
5.	13.
5.	15.
5.	17.
5.	19.
5.	21.
5.	23.
7.	-23.
7.	-21.
7.	-19.
7.	-17.
7.	-15.
7.	-13.
7.	-11.
7.	-9.
7.	-7.
7.	-5.
7.	-3.
7.	-1.
7.	1.
7.	3.
7.	5.
7.	7.
7.	9.
7.	11.
7.	13.
7.	15.
7.	17.
7.	19.
7.	21.
7.	23.
9.	-23.
9.	-21.
9.	-19.
9.	-17.
9.	-15.
9.	-13.
9.	-11.
9.	-9.
9.	-7.
9.	-5.
9.	-3.
9.	-1.
9.	1.
9.	3.
9.	5.
9.	7.
9.	9.
9.	11.
9.	13.
9.	15.
9.	17.
9.	19.
9.	21.
9.	23.
11.	-23.
11.	-21.
11.	-19.
11.	-17.
11.	-15.
11.	-13.
11.	-11.
11.	-9.
11.	-7.
11.	-5.
11.	-3.
11.	-1.
11.	1.
11.	3.
11.	5.
11.	7.
11.	9.
11.	11.
11.	13.
11.	15.
11.	17.
11.	19.
11.	21.
11.	23.
13.	-23.
13.	-21.
13.	-19.
13.	-17.
13.	-15.
13.	-13.
13.	-11.
13.	-9.
13.	-7.
13.	-5.
13.	-3.
13.	-1.
13.	1.
13.	3.
13.	5.
13.	7.
13.	9.
13.	11.
13.	13.
13.	15.
13.	17.
13.	19.
13.	21.
13.	23.
15.	-23.
15.	-21.
15.	-19.
15.	-17.
15.	-15.
15.	-13.
15.	-11.
15.	-9.
15.	-7.
